sequence_id,sequence_type,sequence_key_event,event_position,sequence_length,is_key_event,match_id,id,index,minute,second,period,timestamp,type,possession_team,location,player,player_id,team,position,shot,pass,dribble,carry,duel,interception,clearance,goalkeeper,under_pressure,counterpress,play_pattern,duration,related_events,home_team_name,away_team_name
20,shot_sequence,Shot,4,5,True,3942226,c3876dd9-9592-4d44-8c6a-0d8f3a8b1cf4,450,15,2,1,00:15:02.179,"{'id': 16, 'name': 'Shot'}","{'id': 772, 'name': 'Spain'}","[100.2, 21.9]","{'id': 3477, 'name': 'Álvaro Borja Morata Martín'}",,"{'id': 772, 'name': 'Spain'}","{'id': 23, 'name': 'Center Forward'}","{'statsbomb_xg': 0.013587153, 'end_location': [101.1, 22.8], 'key_pass_id': 'e4c5ee39-bd6f-46dd-abd4-bd8959ee350f', 'outcome': {'id': 96, 'name': 'Blocked'}, 'technique': {'id': 93, 'name': 'Normal'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [118.8, 37.7], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 17.0], 'player': {'id': 17620, 'name': 'Marc Cucurella Saseta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.8, 37.5], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 32.4], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.7, 47.9], 'player': {'id': 12034, 'name': 'David Raum'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 39.4], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 36.4], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 23.1], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 22.9], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.7, 33.2], 'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 52.1], 'player': {'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.3, 44.2], 'player': {'id': 68574, 'name': 'Nicholas Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 38.0], 'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]}",,,,,,,,True,,"{'id': 1, 'name': 'Regular Play'}",0.10022,"['c50555d1-b596-42fb-a0aa-74c638658af4', 'dc3475f4-6f9e-4ea2-9599-6c278827d758', 'f0431731-c78e-4986-acfd-14338799c74f']",Spain,Germany
20,shot_sequence,Shot,5,5,False,3942226,f0431731-c78e-4986-acfd-14338799c74f,451,15,2,1,00:15:02.279,"{'id': 6, 'name': 'Block'}","{'id': 772, 'name': 'Spain'}","[19.0, 57.3]","{'id': 3493, 'name': 'Emre Can'}",,"{'id': 770, 'name': 'Germany'}","{'id': 9, 'name': 'Right Defensive Midfield'}",,,,,,,,,,,"{'id': 1, 'name': 'Regular Play'}",0.0,['c3876dd9-9592-4d44-8c6a-0d8f3a8b1cf4'],Spain,Germany
21,carry_sequence,Carry,1,4,False,3941017,96ee1f64-45fc-4d68-851d-e7591b3b9e80,6,0,2,1,00:00:02.114,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 908, 'name': 'Slovakia'}","[37.3, 39.2]","{'id': 6990, 'name': 'Milan Škriniar'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 5, 'name': 'Left Center Back'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['a6449c03-de0c-47c8-98fb-a0e9a27c7f2a'],England,Slovakia
21,carry_sequence,Carry,2,4,True,3941017,d64a7a2a-64dc-47d6-b3ae-987878d32e85,7,0,2,1,00:00:02.114,"{'id': 43, 'name': 'Carry'}","{'id': 908, 'name': 'Slovakia'}","[37.3, 39.2]","{'id': 6990, 'name': 'Milan Škriniar'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 5, 'name': 'Left Center Back'}",,,,"{'end_location': [36.7, 38.2]}",,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.189915,"['96ee1f64-45fc-4d68-851d-e7591b3b9e80', 'e9f93ed3-e582-4745-aafc-b7e2e169767a']",England,Slovakia
21,carry_sequence,Carry,3,4,False,3941017,e9f93ed3-e582-4745-aafc-b7e2e169767a,8,0,2,1,00:00:02.304,"{'id': 30, 'name': 'Pass'}","{'id': 908, 'name': 'Slovakia'}","[36.7, 38.2]","{'id': 6990, 'name': 'Milan Škriniar'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 5, 'name': 'Left Center Back'}",,"{'recipient': {'id': 16298, 'name': 'Denis Vavro'}, 'length': 3.3241541, 'angle': 1.2966288, 'height': {'id': 1, 'name': 'Ground Pass'}, 'end_location': [37.6, 41.4], 'body_part': {'id': 40, 'name': 'Right Foot'}}",,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",1.019313,['5037d148-da34-46e8-bcf7-c95a50c3fc29'],England,Slovakia
21,carry_sequence,Carry,4,4,False,3941017,5037d148-da34-46e8-bcf7-c95a50c3fc29,9,0,3,1,00:00:03.323,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 908, 'name': 'Slovakia'}","[37.6, 41.4]","{'id': 16298, 'name': 'Denis Vavro'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 3, 'name': 'Right Center Back'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['e9f93ed3-e582-4745-aafc-b7e2e169767a'],England,Slovakia
22,carry_sequence,Carry,1,4,False,3941017,5037d148-da34-46e8-bcf7-c95a50c3fc29,9,0,3,1,00:00:03.323,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 908, 'name': 'Slovakia'}","[37.6, 41.4]","{'id': 16298, 'name': 'Denis Vavro'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 3, 'name': 'Right Center Back'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['e9f93ed3-e582-4745-aafc-b7e2e169767a'],England,Slovakia
22,carry_sequence,Carry,2,4,True,3941017,dc5a1720-58ed-46c0-a493-2e365bc35547,10,0,3,1,00:00:03.323,"{'id': 43, 'name': 'Carry'}","{'id': 908, 'name': 'Slovakia'}","[37.6, 41.4]","{'id': 16298, 'name': 'Denis Vavro'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 3, 'name': 'Right Center Back'}",,,,"{'end_location': [37.6, 41.4]}",,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.070808,"['5037d148-da34-46e8-bcf7-c95a50c3fc29', '9115d650-d252-4f63-817b-a8e7454b0c8e']",England,Slovakia
22,carry_sequence,Carry,3,4,False,3941017,9115d650-d252-4f63-817b-a8e7454b0c8e,11,0,3,1,00:00:03.394,"{'id': 30, 'name': 'Pass'}","{'id': 908, 'name': 'Slovakia'}","[37.6, 41.4]","{'id': 16298, 'name': 'Denis Vavro'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 3, 'name': 'Right Center Back'}",,"{'recipient': {'id': 43976, 'name': 'David Strelec'}, 'length': 9.241753, 'angle': -0.22923194, 'height': {'id': 3, 'name': 'High Pass'}, 'end_location': [46.6, 39.3], 'body_part': {'id': 40, 'name': 'Right Foot'}, 'outcome': {'id': 9, 'name': 'Incomplete'}}",,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.345035,"['4a1f179e-0a4c-4cbd-b5a4-4aa0e0a33ddc', '98a88903-8fd6-45d4-bf19-3d24ee9122f8']",England,Slovakia
22,carry_sequence,Carry,4,4,False,3941017,98a88903-8fd6-45d4-bf19-3d24ee9122f8,12,0,3,1,00:00:03.739,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 908, 'name': 'Slovakia'}","[77.3, 28.7]","{'id': 43976, 'name': 'David Strelec'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 23, 'name': 'Center Forward'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['9115d650-d252-4f63-817b-a8e7454b0c8e'],England,Slovakia
23,pressure_sequence,Pressure,1,5,False,3941017,9ad0bdef-658c-4650-a6f4-f8092c486c8c,20,0,16,1,00:00:16.988,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 908, 'name': 'Slovakia'}","[57.4, 26.3]","{'id': 8967, 'name': 'Ondrej Duda'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 15, 'name': 'Left Center Midfield'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['37fb55ff-19c0-4b25-af40-d87e46e18b8a'],England,Slovakia
23,pressure_sequence,Pressure,2,5,False,3941017,511186c7-5405-4c7f-874d-0201c6c88001,21,0,16,1,00:00:16.988,"{'id': 43, 'name': 'Carry'}","{'id': 908, 'name': 'Slovakia'}","[57.4, 26.3]","{'id': 8967, 'name': 'Ondrej Duda'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 15, 'name': 'Left Center Midfield'}",,,,"{'end_location': [50.4, 20.6]}",,,,,True,,"{'id': 9, 'name': 'From Kick Off'}",3.579567,"['632fca45-3d8c-49f0-8ce6-be5e981b35c3', '9ad0bdef-658c-4650-a6f4-f8092c486c8c', 'cdb569b6-deee-49cf-b6e3-c8832af1b84a']",England,Slovakia
23,pressure_sequence,Pressure,3,5,True,3941017,632fca45-3d8c-49f0-8ce6-be5e981b35c3,22,0,17,1,00:00:17.400,"{'id': 17, 'name': 'Pressure'}","{'id': 908, 'name': 'Slovakia'}","[60.5, 52.0]","{'id': 99174, 'name': 'Kobbie Mainoo'}",,"{'id': 768, 'name': 'England'}","{'id': 9, 'name': 'Right Defensive Midfield'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",0.856831,['511186c7-5405-4c7f-874d-0201c6c88001'],England,Slovakia
23,pressure_sequence,Pressure,4,5,False,3941017,cdb569b6-deee-49cf-b6e3-c8832af1b84a,23,0,20,1,00:00:20.568,"{'id': 30, 'name': 'Pass'}","{'id': 908, 'name': 'Slovakia'}","[50.4, 20.6]","{'id': 8967, 'name': 'Ondrej Duda'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 15, 'name': 'Left Center Midfield'}",,"{'recipient': {'id': 6990, 'name': 'Milan Škriniar'}, 'length': 17.41551, 'angle': -2.9509537, 'height': {'id': 1, 'name': 'Ground Pass'}, 'end_location': [33.3, 17.3], 'body_part': {'id': 40, 'name': 'Right Foot'}}",,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",1.376495,['7a5677f0-b881-4385-b0fa-39e7d515faa8'],England,Slovakia
23,pressure_sequence,Pressure,5,5,False,3941017,7a5677f0-b881-4385-b0fa-39e7d515faa8,24,0,21,1,00:00:21.944,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 908, 'name': 'Slovakia'}","[33.3, 17.3]","{'id': 6990, 'name': 'Milan Škriniar'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 5, 'name': 'Left Center Back'}",,,,,,,,,,,"{'id': 9, 'name': 'From Kick Off'}",,['cdb569b6-deee-49cf-b6e3-c8832af1b84a'],England,Slovakia
24,pressure_sequence,Pressure,1,5,False,3941017,12929bdb-fe63-41c4-99c4-f6f29fb10251,40,0,43,1,00:00:43.823,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 768, 'name': 'England'}","[21.2, 51.1]","{'id': 3244, 'name': 'John Stones'}",,"{'id': 768, 'name': 'England'}","{'id': 3, 'name': 'Right Center Back'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",,['e30de5e4-505e-4d05-ad56-1f1f17f3c38c'],England,Slovakia
24,pressure_sequence,Pressure,2,5,False,3941017,f6689c15-ecb8-46ad-9d3b-48c0b02c9ffe,41,0,43,1,00:00:43.823,"{'id': 43, 'name': 'Carry'}","{'id': 768, 'name': 'England'}","[21.2, 51.1]","{'id': 3244, 'name': 'John Stones'}",,"{'id': 768, 'name': 'England'}","{'id': 3, 'name': 'Right Center Back'}",,,,"{'end_location': [19.2, 44.3]}",,,,,True,,"{'id': 4, 'name': 'From Throw In'}",1.424464,"['12929bdb-fe63-41c4-99c4-f6f29fb10251', '6c99310a-31c4-4c7f-83b2-a5baefd1b7b0', '977a2c6a-5ac6-4369-8d8a-b47d0c2c8ea9']",England,Slovakia
24,pressure_sequence,Pressure,3,5,True,3941017,977a2c6a-5ac6-4369-8d8a-b47d0c2c8ea9,42,0,45,1,00:00:45.047,"{'id': 17, 'name': 'Pressure'}","{'id': 768, 'name': 'England'}","[97.9, 32.4]","{'id': 8967, 'name': 'Ondrej Duda'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 15, 'name': 'Left Center Midfield'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.578662,"['6c99310a-31c4-4c7f-83b2-a5baefd1b7b0', 'f6689c15-ecb8-46ad-9d3b-48c0b02c9ffe']",England,Slovakia
24,pressure_sequence,Pressure,4,5,False,3941017,6c99310a-31c4-4c7f-83b2-a5baefd1b7b0,43,0,45,1,00:00:45.247,"{'id': 30, 'name': 'Pass'}","{'id': 768, 'name': 'England'}","[19.2, 44.3]","{'id': 3244, 'name': 'John Stones'}",,"{'id': 768, 'name': 'England'}","{'id': 3, 'name': 'Right Center Back'}",,"{'recipient': {'id': 34526, 'name': 'Marc Guehi'}, 'length': 24.273853, 'angle': -1.6905525, 'height': {'id': 1, 'name': 'Ground Pass'}, 'end_location': [16.3, 20.2], 'body_part': {'id': 38, 'name': 'Left Foot'}}",,,,,,,True,,"{'id': 4, 'name': 'From Throw In'}",2.213012,"['977a2c6a-5ac6-4369-8d8a-b47d0c2c8ea9', '9b76d96e-5e02-47a8-9d59-c051c30cdb4b']",England,Slovakia
24,pressure_sequence,Pressure,5,5,False,3941017,9b76d96e-5e02-47a8-9d59-c051c30cdb4b,44,0,47,1,00:00:47.460,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 768, 'name': 'England'}","[16.3, 20.2]","{'id': 34526, 'name': 'Marc Guehi'}",,"{'id': 768, 'name': 'England'}","{'id': 5, 'name': 'Left Center Back'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",,['6c99310a-31c4-4c7f-83b2-a5baefd1b7b0'],England,Slovakia
25,dribble_sequence,Dribble,1,5,False,3941017,18379ae0-f5b8-4bea-8b5a-b3257c3d546c,58,1,5,1,00:01:05.648,"{'id': 2, 'name': 'Ball Recovery'}","{'id': 768, 'name': 'England'}","[58.4, 42.6]","{'id': 10919, 'name': 'Juraj Kucka'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 13, 'name': 'Right Center Midfield'}",,,,,,,,,True,,"{'id': 4, 'name': 'From Throw In'}",0.0,['9c3fbfaf-7563-4d94-93ff-5a89c5c44316'],England,Slovakia
25,dribble_sequence,Dribble,2,5,False,3941017,73aed762-7f7f-4870-b9b0-aea8963519dc,59,1,5,1,00:01:05.648,"{'id': 43, 'name': 'Carry'}","{'id': 768, 'name': 'England'}","[58.4, 42.6]","{'id': 10919, 'name': 'Juraj Kucka'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 13, 'name': 'Right Center Midfield'}",,,,"{'end_location': [57.4, 40.8]}",,,,,True,,"{'id': 4, 'name': 'From Throw In'}",0.168869,"['18379ae0-f5b8-4bea-8b5a-b3257c3d546c', '26814b9e-c858-4299-a7be-59a2289c3867', '9c3fbfaf-7563-4d94-93ff-5a89c5c44316']",England,Slovakia
25,dribble_sequence,Dribble,3,5,True,3941017,26814b9e-c858-4299-a7be-59a2289c3867,60,1,5,1,00:01:05.817,"{'id': 14, 'name': 'Dribble'}","{'id': 768, 'name': 'England'}","[57.4, 40.8]","{'id': 10919, 'name': 'Juraj Kucka'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 13, 'name': 'Right Center Midfield'}",,,"{'outcome': {'id': 9, 'name': 'Incomplete'}}",,,,,,True,,"{'id': 4, 'name': 'From Throw In'}",0.0,['a2d3f651-3f6b-47ae-85ff-e7ce90544d20'],England,Slovakia
25,dribble_sequence,Dribble,4,5,False,3941017,a2d3f651-3f6b-47ae-85ff-e7ce90544d20,61,1,5,1,00:01:05.817,"{'id': 4, 'name': 'Duel'}","{'id': 768, 'name': 'England'}","[62.7, 39.3]","{'id': 10955, 'name': 'Harry Kane'}",,"{'id': 768, 'name': 'England'}","{'id': 23, 'name': 'Center Forward'}",,,,,"{'type': {'id': 11, 'name': 'Tackle'}, 'outcome': {'id': 16, 'name': 'Success In Play'}}",,,,True,True,"{'id': 4, 'name': 'From Throw In'}",0.0,['26814b9e-c858-4299-a7be-59a2289c3867'],England,Slovakia
25,dribble_sequence,Dribble,5,5,False,3941017,e1650a11-9445-4a54-8f38-7632fac27a56,62,1,7,1,00:01:07.468,"{'id': 17, 'name': 'Pressure'}","{'id': 768, 'name': 'England'}","[63.2, 46.3]","{'id': 8967, 'name': 'Ondrej Duda'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 15, 'name': 'Left Center Midfield'}",,,,,,,,,,,"{'id': 4, 'name': 'From Throw In'}",0.205633,['7df017a1-65fd-48a0-966a-c1591003335b'],England,Slovakia
26,shot_sequence,Shot,1,5,False,3941017,03d0999c-a26c-4c6a-9f1e-bb5b6fbfaf12,163,2,50,1,00:02:50.165,"{'id': 21, 'name': 'Foul Won'}","{'id': 908, 'name': 'Slovakia'}","[68.2, 65.5]","{'id': 43976, 'name': 'David Strelec'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 23, 'name': 'Center Forward'}",,,,,,,,,True,,"{'id': 1, 'name': 'Regular Play'}",0.0,['64a94f68-8a81-484c-b83a-3569cd5d1bc3'],England,Slovakia
26,shot_sequence,Shot,2,5,False,3941017,83b66656-acaa-41e9-bc81-7a0e233f5847,164,3,47,1,00:03:47.137,"{'id': 30, 'name': 'Pass'}","{'id': 908, 'name': 'Slovakia'}","[75.9, 60.1]","{'id': 8967, 'name': 'Ondrej Duda'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 15, 'name': 'Left Center Midfield'}",,"{'recipient': {'id': 43976, 'name': 'David Strelec'}, 'length': 39.704533, 'angle': -0.6586133, 'height': {'id': 3, 'name': 'High Pass'}, 'end_location': [107.3, 35.8], 'assisted_shot_id': 'f2dc2fdd-a058-4941-aa3b-9f7264b15306', 'shot_assist': True, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 62, 'name': 'Free Kick'}}",,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",1.833747,['d561a5a5-ab87-4d06-be1b-bb67bae342bd'],England,Slovakia
26,shot_sequence,Shot,3,5,False,3941017,d561a5a5-ab87-4d06-be1b-bb67bae342bd,165,3,48,1,00:03:48.964,"{'id': 42, 'name': 'Ball Receipt*'}","{'id': 908, 'name': 'Slovakia'}","[107.3, 35.8]","{'id': 43976, 'name': 'David Strelec'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 23, 'name': 'Center Forward'}",,,,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",,['83b66656-acaa-41e9-bc81-7a0e233f5847'],England,Slovakia
26,shot_sequence,Shot,4,5,True,3941017,f2dc2fdd-a058-4941-aa3b-9f7264b15306,166,3,48,1,00:03:48.964,"{'id': 16, 'name': 'Shot'}","{'id': 908, 'name': 'Slovakia'}","[107.3, 35.8]","{'id': 43976, 'name': 'David Strelec'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 23, 'name': 'Center Forward'}","{'statsbomb_xg': 0.092393875, 'end_location': [120.0, 20.6], 'key_pass_id': '83b66656-acaa-41e9-bc81-7a0e233f5847', 'outcome': {'id': 101, 'name': 'Wayward'}, 'first_time': True, 'technique': {'id': 95, 'name': 'Volley'}, 'body_part': {'id': 40, 'name': 'Right Foot'}, 'type': {'id': 87, 'name': 'Open Play'}, 'freeze_frame': [{'location': [87.4, 41.7], 'player': {'id': 6798, 'name': 'Stanislav Lobotka'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.6, 41.1], 'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.9, 34.3], 'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 41.9], 'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 26.7], 'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 36.8], 'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.1, 33.5], 'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 32.0], 'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 23.9], 'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 38.3], 'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 43.8], 'player': {'id': 28032, 'name': 'Ivan Schranz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.3, 24.1], 'player': {'id': 6990, 'name': 'Milan Škriniar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 34.6], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.6, 27.9], 'player': {'id': 16879, 'name': 'Dávid Hancko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.2, 20.7], 'player': {'id': 16298, 'name': 'Denis Vavro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]}",,,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",1.710111,['2fb07ebd-f4fd-4b4d-ae53-55ace63b79e0'],England,Slovakia
26,shot_sequence,Shot,5,5,False,3941017,2fb07ebd-f4fd-4b4d-ae53-55ace63b79e0,167,3,50,1,00:03:50.674,"{'id': 23, 'name': 'Goal Keeper'}","{'id': 908, 'name': 'Slovakia'}","[2.4, 41.8]","{'id': 3468, 'name': 'Jordan Pickford'}",,"{'id': 768, 'name': 'England'}","{'id': 1, 'name': 'Goalkeeper'}",,,,,,,,"{'end_location': [2.4, 41.8], 'position': {'id': 44, 'name': 'Set'}, 'type': {'id': 32, 'name': 'Shot Faced'}}",,,"{'id': 3, 'name': 'From Free Kick'}",0.0,['f2dc2fdd-a058-4941-aa3b-9f7264b15306'],England,Slovakia
27,dribble_sequence,Dribble,1,5,False,3941017,c9aa87df-07c4-4139-bb65-ae728757a8b9,254,5,48,1,00:05:48.075,"{'id': 17, 'name': 'Pressure'}","{'id': 768, 'name': 'England'}","[21.3, 4.0]","{'id': 16879, 'name': 'Dávid Hancko'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 6, 'name': 'Left Back'}",,,,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",2.287991,"['421488d6-e9f8-4a9b-8b91-9c944271403d', '83beccf7-dc25-4e34-9cf7-652c5bad3abc', 'ff5e1bc5-0004-4da4-9e97-2942485e2ca2']",England,Slovakia
27,dribble_sequence,Dribble,2,5,False,3941017,9c08c872-d674-4e0a-9132-8af0ad5ddb4a,255,5,50,1,00:05:50.172,"{'id': 39, 'name': 'Dribbled Past'}","{'id': 768, 'name': 'England'}","[9.8, 4.0]","{'id': 16879, 'name': 'Dávid Hancko'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 6, 'name': 'Left Back'}",,,,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",0.0,"['83beccf7-dc25-4e34-9cf7-652c5bad3abc', 'ff5e1bc5-0004-4da4-9e97-2942485e2ca2']",England,Slovakia
27,dribble_sequence,Dribble,3,5,True,3941017,83beccf7-dc25-4e34-9cf7-652c5bad3abc,256,5,50,1,00:05:50.172,"{'id': 14, 'name': 'Dribble'}","{'id': 768, 'name': 'England'}","[110.3, 76.1]","{'id': 22084, 'name': 'Bukayo Saka'}",,"{'id': 768, 'name': 'England'}","{'id': 17, 'name': 'Right Wing'}",,,"{'outcome': {'id': 8, 'name': 'Complete'}}",,,,,,True,,"{'id': 7, 'name': 'From Goal Kick'}",0.0,"['9c08c872-d674-4e0a-9132-8af0ad5ddb4a', 'c9aa87df-07c4-4139-bb65-ae728757a8b9']",England,Slovakia
27,dribble_sequence,Dribble,4,5,False,3941017,ff5e1bc5-0004-4da4-9e97-2942485e2ca2,257,5,50,1,00:05:50.172,"{'id': 43, 'name': 'Carry'}","{'id': 768, 'name': 'England'}","[110.3, 76.1]","{'id': 22084, 'name': 'Bukayo Saka'}",,"{'id': 768, 'name': 'England'}","{'id': 17, 'name': 'Right Wing'}",,,,"{'end_location': [118.2, 63.5]}",,,,,True,,"{'id': 7, 'name': 'From Goal Kick'}",2.49762,"['83beccf7-dc25-4e34-9cf7-652c5bad3abc', '99110b33-ba36-4401-afa0-845262a75873', '9c08c872-d674-4e0a-9132-8af0ad5ddb4a', 'b4c7e92b-62e4-49fe-a1b4-dbc03845094b', 'c9aa87df-07c4-4139-bb65-ae728757a8b9']",England,Slovakia
27,dribble_sequence,Dribble,5,5,False,3941017,99110b33-ba36-4401-afa0-845262a75873,258,5,52,1,00:05:52.333,"{'id': 17, 'name': 'Pressure'}","{'id': 768, 'name': 'England'}","[2.9, 13.7]","{'id': 16879, 'name': 'Dávid Hancko'}",,"{'id': 908, 'name': 'Slovakia'}","{'id': 6, 'name': 'Left Back'}",,,,,,,,,,,"{'id': 7, 'name': 'From Goal Kick'}",0.446136,"['b4c7e92b-62e4-49fe-a1b4-dbc03845094b', 'ff5e1bc5-0004-4da4-9e97-2942485e2ca2']",England,Slovakia
28,shot_sequence,Shot,1,5,False,3941017,1bca6865-f198-4753-a939-e89b613d4fd4,335,7,28,1,00:07:28.198,"{'id': 39, 'name': 'Dribbled Past'}","{'id': 908, 'name': 'Slovakia'}","[18.9, 46.0]","{'id': 99174, 'name': 'Kobbie Mainoo'}",,"{'id': 768, 'name': 'England'}","{'id': 9, 'name': 'Right Defensive Midfield'}",,,,,,,,,,,"{'id': 3, 'name': 'From Free Kick'}",0.0,"['0466d64d-cac9-4fa1-b291-c62195d9b9f1', '2a6a8441-ed40-4366-94fe-7e44c1068585', 'efa56f64-b522-4223-adf4-dcc0a55cc300']",England,Slovakia
