minute,sequence_rank,real_commentary,real_commentary_type,our_sequence_commentary,sequence_id,score_before,average_score,cosine_similarity,entity_overlap,semantic_similarity,entity_players_match,entity_actions_match,entity_outcome_match
71,7,"Smart defending from Laporte to clear ahead of Saka, as England cause problems with another long ball. Watkins is stretching Spain, and suddenly De la Fuente's side look uncomfortable.",general,"[70:29] Fabián Ruiz Peña in the duel Mikel Oyarzabal Ugarte wins the ball back under pressure, carries the ball under pressure, plays a short pass along the ground to Martín Zubimendi Ibáñez Martín Zubimendi Ibáñez receives",298,N/A,0.1576,0.0211,0.2,0.2517,0.0,0.0,1.0
72,1,SAVE!  Easy save for Pickford to keep out a low strike from Oyarzabal.,key_event,"[71:51] The goalkeeper deals with it under pressure, plays a medium pass forward along the ground to Jude Bellingham . Marc Cucurella Saseta closes down Jordan Pickford . Jude Bellingham receives under pressure, carries the ball - BUT LOSES IT!",305,N/A,0.1714,0.0199,0.075,0.4192,0.25,0.0,0.0
72,2,SAVE!  Easy save for Pickford to keep out a low strike from Oyarzabal.,key_event,"[71:33] John Stones under pressure, delivers the free kick a medium pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball from the right midfield into the central midfield - BUT LOSES IT! . Daniel Olmo Carvajal closes down Marc Guehi . Marc Guehi under MASSIVE pressure, delivers the free kick a medium pass along the ground to Jude Bellingham",303,N/A,0.125,0.0,0.0,0.3751,0.0,0.0,0.0
72,3,SAVE!  Easy save for Pickford to keep out a low strike from Oyarzabal.,key_event,"[71:44] Martín Zubimendi Ibáñez wins the ball back under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Martín Zubimendi Ibáñez is beaten by Jude Bellingham! . Martín Zubimendi Ibáñez takes on the defender",304,N/A,0.1084,0.0,0.0,0.3251,0.0,0.0,0.0
72,4,SAVE!  Easy save for Pickford to keep out a low strike from Oyarzabal.,key_event,"[71:04] Daniel Olmo Carvajal under pressure, carries the ball under pressure, plays a medium pass forward to Lamine Yamal Nasraoui Ebana Lamine Yamal Nasraoui Ebana receives",302,N/A,0.0891,0.0,0.0,0.2674,0.0,0.0,0.0
72,5,SAVE!  Easy save for Pickford to keep out a low strike from Oyarzabal.,key_event,"[70:57] Aymeric Laporte receives under pressure, carries the ball from the right midfield into the right defensive third - BUT LOSES IT! . Cole Palmer closes down Aymeric Laporte . Aymeric Laporte under MASSIVE pressure, plays a medium pass back along the ground to Unai Simón Mendibil Unai Simón Mendibil receives",301,N/A,0.0787,0.0,0.0,0.2362,0.0,0.0,0.0
73,1,"GOAL!  SPAIN 1-1 ENGLAND (PALMER) All square in the final! Palmer smashes one past Simon from the edge of the box to level the scores! Saka was down the right, Bellingham then set up Palmer, and the Chelsea attacker managed to find the back of the net to level it up in Berlin.",general,[72:08]  GOOOAL! Cole Palmer scores! A superb left-footed finish! We're level at 1-1! His 2nd goal of the tournament in the 72nd minute!,307,N/A,0.4048,0.0968,0.525,0.5926,0.25,1.0,1.0
73,2,"GOAL!  SPAIN 1-1 ENGLAND (PALMER) All square in the final! Palmer smashes one past Simon from the edge of the box to level the scores! Saka was down the right, Bellingham then set up Palmer, and the Chelsea attacker managed to find the back of the net to level it up in Berlin.",general,"[71:57] Cole Palmer under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Bukayo Saka Bukayo Saka receives surges forward on a BRILLIANT run from the left midfield into the left attacking third - BUT LOSES IT! . Fabián Ruiz Peña closes down Bukayo Saka",306,N/A,0.2443,0.0526,0.12,0.5602,0.4,0.0,0.0
75,1,Palmer has been sensational since he entered the field. What a footballer.,general,"[74:33] Cole Palmer under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Bukayo Saka into the left attacking third Bukayo Saka receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous short pass back along the ground to Kyle Walker into the DANGER ZONE",315,N/A,0.2656,0.0167,0.3,0.48,0.3333333333333333,0.0,1.0
75,2,Palmer has been sensational since he entered the field. What a footballer.,general,"[74:07] Cole Palmer under pressure, carries the ball from the central midfield into the central attacking third under pressure, plays a medium pass forward along the ground to Bukayo Saka into the left attacking third Bukayo Saka receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Marc Cucurella Saseta closes down Bukayo Saka",314,N/A,0.2535,0.0171,0.3,0.4433,0.3333333333333333,0.0,1.0
75,3,Palmer has been sensational since he entered the field. What a footballer.,general,"[73:59] Martín Zubimendi Ibáñez under pressure, carries the ball - BUT LOSES IT! . Phil Foden closes down Martín Zubimendi Ibáñez Jude Bellingham closes down the ball carrier . Martín Zubimendi Ibáñez under MASSIVE pressure, plays a short pass along the ground to Lamine Yamal Nasraoui Ebana, but the pass doesn't find its target Lamine Yamal Nasraoui Ebana receives",313,N/A,0.1454,0.0,0.2,0.2363,0.0,0.0,1.0
77,1,"There is going to be a winner in normal time here, I can sense it.",general,"[76:43] Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third under pressure, carries the ball From the goal kick, Lamine Yamal Nasraoui Ebana under pressure, plays a short pass along the ground to Daniel Carvajal Ramos Daniel Carvajal Ramos receives under pressure in the left attacking third under pressure, drives forward with the ball - BUT LOSES IT!",323,N/A,0.0533,0.0,0.0,0.1598,0.0,0.0,0.0
77,2,"There is going to be a winner in normal time here, I can sense it.",general,"[76:31] Declan Rice closes down Daniel Carvajal Ramos . Daniel Olmo Carvajal receives under pressure, carries the ball from the left midfield into the central midfield From the goal kick, Daniel Olmo Carvajal under pressure, plays a short pass along the ground to Martín Zubimendi Ibáñez Martín Zubimendi Ibáñez receives",322,N/A,0.0419,0.0,0.0,0.1257,0.0,0.0,0.0
77,3,"There is going to be a winner in normal time here, I can sense it.",general,"[76:20] From the goal kick, Aymeric Laporte under pressure, plays a medium pass forward through the air to Marc Cucurella Saseta Marc Cucurella Saseta receives From the goal kick, Marc Cucurella Saseta under pressure, plays a short pass to Fabián Ruiz Peña Fabián Ruiz Peña receives under pressure, drives forward with the ball",321,N/A,0.0306,0.0,0.0,0.0917,0.0,0.0,0.0
77,4,"There is going to be a winner in normal time here, I can sense it.",general,"[75:56] Unai Simón Mendibil receives under pressure, carries the ball From the goal kick, Unai Simón Mendibil under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, carries the ball",319,N/A,0.0264,0.0,0.0,0.0793,0.0,0.0,0.0
77,5,"There is going to be a winner in normal time here, I can sense it.",general,"[76:06] Aymeric Laporte under pressure, carries the ball From the goal kick, Aymeric Laporte under pressure, plays a long pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, carries the ball From the goal kick, Robin Aime Robert Le Normand under pressure, plays a medium pass back along the ground to Unai Simón Mendibil",320,N/A,0.0188,0.0,0.0,0.0564,0.0,0.0,0.0
78,1,"""Palmer always cuts a composed demeanour on the field, but the Chelsea man could not help but explode into elation after that stunning equaliser! Once again, Southgate's substitutions have a devastating impact, and the Chelsea man's finish from outside the box could not have been more exquisite. England came from behind to win their last-16, quarter-final and semi-final ties. They couldn't do it again, could they?""",general,"[77:14] Fabián Ruiz Peña under pressure, carries the ball From the goal kick, Fabián Ruiz Peña under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, carries the ball from the central midfield into the left midfield From the goal kick, Robin Aime Robert Le Normand under pressure, plays a medium pass along the ground to Fabián Ruiz Peña",326,N/A,0.1017,0.0,0.0,0.3051,0.0,0.0,0.0
78,2,"""Palmer always cuts a composed demeanour on the field, but the Chelsea man could not help but explode into elation after that stunning equaliser! Once again, Southgate's substitutions have a devastating impact, and the Chelsea man's finish from outside the box could not have been more exquisite. England came from behind to win their last-16, quarter-final and semi-final ties. They couldn't do it again, could they?""",general,"[76:56] Robin Aime Robert Le Normand receives under pressure, carries the ball From the goal kick, Robin Aime Robert Le Normand under pressure, plays a medium pass along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball",324,N/A,0.0871,0.0,0.0,0.2613,0.0,0.0,0.0
78,3,"""Palmer always cuts a composed demeanour on the field, but the Chelsea man could not help but explode into elation after that stunning equaliser! Once again, Southgate's substitutions have a devastating impact, and the Chelsea man's finish from outside the box could not have been more exquisite. England came from behind to win their last-16, quarter-final and semi-final ties. They couldn't do it again, could they?""",general,"[77:06] Martín Zubimendi Ibáñez receives under pressure, carries the ball from the right midfield into the right attacking third From the goal kick, Martín Zubimendi Ibáñez under pressure, plays a short pass along the ground to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure in the right attacking third under pressure, carries the ball",325,N/A,0.0771,0.0,0.0,0.2314,0.0,0.0,0.0
78,4,"""Palmer always cuts a composed demeanour on the field, but the Chelsea man could not help but explode into elation after that stunning equaliser! Once again, Southgate's substitutions have a devastating impact, and the Chelsea man's finish from outside the box could not have been more exquisite. England came from behind to win their last-16, quarter-final and semi-final ties. They couldn't do it again, could they?""",general,"[77:26] From the goal kick, Robin Aime Robert Le Normand under pressure, plays a short pass along the ground to Daniel Carvajal Ramos into the left attacking third Daniel Carvajal Ramos receives under pressure in the left attacking third under pressure, carries the ball From the goal kick, Daniel Carvajal Ramos under pressure, plays a long ball forward through the air to Nicholas Williams Arthuer into the right attacking third Nicholas Williams Arthuer receives under pressure in the right attacking third",327,N/A,0.0764,0.0,0.0,0.2293,0.0,0.0,0.0
79,1,Here is the leveller...,general,"[78:47] Fabián Ruiz Peña under pressure, plays a medium pass back along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives under pressure, carries the ball under pressure, plays a long pass along the ground to Aymeric Laporte Aymeric Laporte receives",329,N/A,0.1125,0.0,0.2,0.1376,0.0,0.0,1.0
79,2,Here is the leveller...,general,"[77:40] John Stones clears the danger . Nicholas Williams Arthuer under pressure, delivers the corner a dangerous long ball through the air into the central attacking third, INTERCEPTED! Spain loses the ball . Jude Bellingham clears the danger . Fabián Ruiz Peña wins the ball back under pressure, carries the ball",328,N/A,0.0829,0.0,0.2,0.0487,0.0,0.0,1.0
80,1,"Spain have settled after conceding, and they are looking strong again here.",general,"[79:18] Fabián Ruiz Peña under pressure, plays a medium pass forward along the ground to Daniel Carvajal Ramos into the left attacking third Daniel Carvajal Ramos receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Phil Foden closes down Daniel Carvajal Ramos . Daniel Carvajal Ramos under MASSIVE pressure, plays a long pass forward to Mikel Oyarzabal Ugarte",332,N/A,0.1323,0.0,0.2,0.1969,0.0,0.0,1.0
80,2,"Spain have settled after conceding, and they are looking strong again here.",general,"[78:57] Fabián Ruiz Peña receives under pressure, carries the ball from the left midfield into the central midfield under pressure, plays a medium pass along the ground to Martín Zubimendi Ibáñez Martín Zubimendi Ibáñez receives surges forward on a BRILLIANT run from the central midfield into the right attacking third",330,N/A,0.0976,0.0,0.2,0.0928,0.0,0.0,1.0
80,3,"Spain have settled after conceding, and they are looking strong again here.",general,"[79:10] Martín Zubimendi Ibáñez under pressure, carries the ball under pressure, plays a medium pass back along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball under pressure, plays a long pass along the ground to Robin Aime Robert Le Normand",331,N/A,0.082,0.0,0.2,0.0459,0.0,0.0,1.0
80,4,"Spain have settled after conceding, and they are looking strong again here.",general,"[79:58] From the goal kick, Jordan Pickford under pressure, plays a long ball forward through the air, INTERCEPTED! England loses the ball",333,N/A,0.0286,0.0,0.0,0.0859,0.0,0.0,0.0
82,1,"A goal now surely wins it. I still feel like there is another before the end of normal time. Spain are dominating the possession at the moment, with England sitting in their shape. SAVE!  Another super save from Pickford to keep out a strike from Yamal, who had been found after smart work from Williams and Olmo. Another big moment from the goalkeeper.",general,"[81:01] Martín Zubimendi Ibáñez in the duel Nicholas Williams Arthuer wins the ball back surges forward on a BRILLIANT run from the right midfield into the central attacking third under pressure, plays a dangerous short pass along the ground to Daniel Olmo Carvajal into the DANGER ZONE Daniel Olmo Carvajal receives under pressure in the central attacking third",340,N/A,0.1858,0.0285,0.12,0.4088,0.4,0.0,0.0
82,2,"A goal now surely wins it. I still feel like there is another before the end of normal time. Spain are dominating the possession at the moment, with England sitting in their shape. SAVE!  Another super save from Pickford to keep out a strike from Yamal, who had been found after smart work from Williams and Olmo. Another big moment from the goalkeeper.",general,"[81:11] Nicholas Williams Arthuer under pressure, plays a dangerous short pass along the ground to Daniel Olmo Carvajal into the DANGER ZONE Daniel Olmo Carvajal receives under pressure in the central attacking third under pressure, carries the ball under pressure, plays a dangerous short pass along the ground to Lamine Yamal Nasraoui Ebana into the DANGER ZONE Lamine Yamal Nasraoui Ebana receives under pressure in the central attacking third",341,N/A,0.1854,0.0278,0.18,0.3483,0.6,0.0,0.0
82,3,"A goal now surely wins it. I still feel like there is another before the end of normal time. Spain are dominating the possession at the moment, with England sitting in their shape. SAVE!  Another super save from Pickford to keep out a strike from Yamal, who had been found after smart work from Williams and Olmo. Another big moment from the goalkeeper.",general,"[80:56] Phil Foden wins the ball back under pressure, carries the ball from the right midfield into the central midfield - BUT LOSES IT! . Daniel Olmo Carvajal closes down Phil Foden . Phil Foden under MASSIVE pressure, plays a short pass along the ground to Jude Bellingham Jude Bellingham receives",338,N/A,0.1485,0.0161,0.0429,0.3866,0.14285714285714285,0.0,0.0
82,4,"A goal now surely wins it. I still feel like there is another before the end of normal time. Spain are dominating the possession at the moment, with England sitting in their shape. SAVE!  Another super save from Pickford to keep out a strike from Yamal, who had been found after smart work from Williams and Olmo. Another big moment from the goalkeeper.",general,"[81:39] Martín Zubimendi Ibáñez receives under pressure in the central attacking third under pressure, carries the ball from the central attacking third into the right attacking third under pressure, plays a short pass along the ground to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure in the right attacking third under pressure, carries the ball - BUT LOSES IT!",343,N/A,0.1385,0.0114,0.075,0.3291,0.25,0.0,0.0
82,5,"A goal now surely wins it. I still feel like there is another before the end of normal time. Spain are dominating the possession at the moment, with England sitting in their shape. SAVE!  Another super save from Pickford to keep out a strike from Yamal, who had been found after smart work from Williams and Olmo. Another big moment from the goalkeeper.",general,"[81:26] Martín Zubimendi Ibáñez under pressure, plays a short pass along the ground to Fabián Ruiz Peña Fabián Ruiz Peña receives under pressure, carries the ball from the central midfield into the left attacking third under pressure, plays a medium pass forward along the ground to Daniel Carvajal Ramos Daniel Carvajal Ramos receives under pressure in the left attacking third",342,N/A,0.1189,0.0,0.0,0.3567,0.0,0.0,0.0
82,6,"A goal now surely wins it. I still feel like there is another before the end of normal time. Spain are dominating the possession at the moment, with England sitting in their shape. SAVE!  Another super save from Pickford to keep out a strike from Yamal, who had been found after smart work from Williams and Olmo. Another big moment from the goalkeeper.",general,"[81:45] Martín Zubimendi Ibáñez under MASSIVE pressure, plays a short pass along the ground to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Robin Aime Robert Le Normand Robin Aime Robert Le Normand receives",344,N/A,0.0892,0.0,0.0,0.2677,0.0,0.0,0.0
82,7,"A goal now surely wins it. I still feel like there is another before the end of normal time. Spain are dominating the possession at the moment, with England sitting in their shape. SAVE!  Another super save from Pickford to keep out a strike from Yamal, who had been found after smart work from Williams and Olmo. Another big moment from the goalkeeper.",general,[81:01] Cole Palmer is dispossessed by Martín Zubimendi Ibáñez!,339,N/A,0.0379,0.0,0.0,0.1136,0.0,0.0,0.0
83,1,SPAIN SUB! Nacho enters the field for Le Normand.,key_event,"[81:56] Fabián Ruiz Peña receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a medium pass along the ground to Daniel Carvajal Ramos Daniel Carvajal Ramos receives under pressure in the left attacking third under pressure, carries the ball",345,N/A,0.1667,0.0,0.2,0.3001,0.0,0.0,1.0
83,2,SPAIN SUB! Nacho enters the field for Le Normand.,key_event,"[82:04] Martín Zubimendi Ibáñez under pressure, carries the ball from the central attacking third into the right attacking third under pressure, plays a medium pass along the ground to Nicholas Williams Arthuer Nicholas Williams Arthuer receives under pressure in the right attacking third under pressure, carries the ball takes on the defender",346,N/A,0.1449,0.0,0.2,0.2348,0.0,0.0,1.0
83,3,SPAIN SUB! Nacho enters the field for Le Normand.,key_event,"[82:09] Kyle Walker in the duel under pressure, carries the ball - BUT LOSES IT! . Martín Zubimendi Ibáñez closes down Kyle Walker . Kyle Walker takes on the defender . Martín Zubimendi Ibáñez in the duel",347,N/A,0.114,0.0,0.2,0.1421,0.0,0.0,1.0
85,1,"Spain are knocking on the door at the moment, but England hold firm.",general,"[84:35] John Stones clears the danger Bukayo Saka clears the danger . Fabián Ruiz Peña wins the ball back under pressure, carries the ball - BUT LOSES IT! . Phil Foden closes down Fabián Ruiz Peña",356,N/A,0.1424,0.0,0.2,0.2273,0.0,0.0,1.0
85,2,"Spain are knocking on the door at the moment, but England hold firm.",general,"[84:02] Daniel Olmo Carvajal receives under pressure in the central attacking third under pressure, carries the ball - BUT LOSES IT! . Luke Shaw closes down Daniel Olmo Carvajal . Daniel Olmo Carvajal takes on the defender . Luke Shaw in the duel",355,N/A,0.1378,0.0,0.2,0.2135,0.0,0.0,1.0
85,3,"Spain are knocking on the door at the moment, but England hold firm.",general,"[83:54] Daniel Carvajal Ramos under pressure, carries the ball under pressure, plays a dangerous short pass along the ground to Lamine Yamal Nasraoui Ebana into the DANGER ZONE Lamine Yamal Nasraoui Ebana receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a short pass along the ground to Nicholas Williams Arthuer into the central attacking third",354,N/A,0.1252,0.0,0.2,0.1757,0.0,0.0,1.0
85,4,"Spain are knocking on the door at the moment, but England hold firm.",general,"[84:47] Marc Cucurella Saseta under pressure, carries the ball under pressure, delivers the corner a medium pass forward along the ground to Daniel Olmo Carvajal Daniel Olmo Carvajal receives under pressure, carries the ball under pressure, delivers the corner a long ball forward through the air to Lamine Yamal Nasraoui Ebana into the left attacking third",357,N/A,0.1181,0.0,0.2,0.1544,0.0,0.0,1.0
86,1,"Pickford again does well to gather a cross from Yamal, who continues to look dangerous down the right for Spain. We are heading towards the final stages of normal time here. GOAL!  SPAIN 2-1 ENGLAND (OYARZABAL) Goodness me. Spain score a second in the 86th minute, as Oyarzabal turns a low Cucurella cross into the back of the net. Hint of offside, but the flag stays down, and he's on.",general,"[85:52] Daniel Olmo Carvajal under pressure, plays a medium pass forward to Mikel Oyarzabal Ugarte into the central attacking third Mikel Oyarzabal Ugarte receives under pressure in the central attacking third under pressure, plays a medium pass forward along the ground to Marc Cucurella Saseta into the right attacking third . Kyle Walker closes down Mikel Oyarzabal Ugarte . Marc Cucurella Saseta receives under pressure in the right attacking third",363,N/A,0.2473,0.0479,0.2357,0.4584,0.2857142857142857,0.0,0.0
86,2,"Pickford again does well to gather a cross from Yamal, who continues to look dangerous down the right for Spain. We are heading towards the final stages of normal time here. GOAL!  SPAIN 2-1 ENGLAND (OYARZABAL) Goodness me. Spain score a second in the 86th minute, as Oyarzabal turns a low Cucurella cross into the back of the net. Hint of offside, but the flag stays down, and he's on.",general,"[85:36] Marc Guehi under pressure, plays a long ball forward through the air to Ollie Watkins into the right attacking third, but it goes out of play Ollie Watkins receives under pressure in the right attacking third",361,N/A,0.2135,0.0252,0.2,0.4154,0.16666666666666666,0.0,0.0
86,3,"Pickford again does well to gather a cross from Yamal, who continues to look dangerous down the right for Spain. We are heading towards the final stages of normal time here. GOAL!  SPAIN 2-1 ENGLAND (OYARZABAL) Goodness me. Spain score a second in the 86th minute, as Oyarzabal turns a low Cucurella cross into the back of the net. Hint of offside, but the flag stays down, and he's on.",general,"[85:26] Declan Rice under pressure, carries the ball under pressure, plays a short pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Jordan Pickford",360,N/A,0.1812,0.0187,0.1,0.425,0.3333333333333333,0.0,0.0
86,4,"Pickford again does well to gather a cross from Yamal, who continues to look dangerous down the right for Spain. We are heading towards the final stages of normal time here. GOAL!  SPAIN 2-1 ENGLAND (OYARZABAL) Goodness me. Spain score a second in the 86th minute, as Oyarzabal turns a low Cucurella cross into the back of the net. Hint of offside, but the flag stays down, and he's on.",general,"[84:58] The goalkeeper deals with it under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Kyle Walker Kyle Walker receives under pressure, carries the ball - BUT LOSES IT!",358,N/A,0.1619,0.0,0.2,0.2856,0.0,0.0,1.0
86,5,"Pickford again does well to gather a cross from Yamal, who continues to look dangerous down the right for Spain. We are heading towards the final stages of normal time here. GOAL!  SPAIN 2-1 ENGLAND (OYARZABAL) Goodness me. Spain score a second in the 86th minute, as Oyarzabal turns a low Cucurella cross into the back of the net. Hint of offside, but the flag stays down, and he's on.",general,"[85:43] Daniel Carvajal Ramos under pressure, plays a long pass to Aymeric Laporte Aymeric Laporte receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Fabián Ruiz Peña Fabián Ruiz Peña receives",362,N/A,0.1404,0.0,0.0,0.4213,0.0,0.0,0.0
86,6,"Pickford again does well to gather a cross from Yamal, who continues to look dangerous down the right for Spain. We are heading towards the final stages of normal time here. GOAL!  SPAIN 2-1 ENGLAND (OYARZABAL) Goodness me. Spain score a second in the 86th minute, as Oyarzabal turns a low Cucurella cross into the back of the net. Hint of offside, but the flag stays down, and he's on.",general,"[85:11] Bukayo Saka receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to John Stones John Stones receives under pressure, carries the ball",359,N/A,0.0824,0.0,0.0,0.2473,0.0,0.0,0.0
90,1,"CHANCE!  Oh my word. How? How has it not gone in? England have a header from Guehi cleared off the line by Olmo, before Rice heads over. Simon also kept out an effort in there. Spain survive. We are into the first of four additional minutes here. YELLOW CARD!  Watkins picks up a yellow card for kicking Nacho in the stomach. Spain are almost there. England are going to fall just short here, unless... ... still time for England, who have a free kick inside their own half. Saka has just fouled Cucurella, and Spain are almost there. FULL TIME:  SPAIN 2-1 ENGLAND",general,"[89:15] Daniel Carvajal Ramos in the duel . Marc Guehi under pressure, shoots with the head from a DANGEROUS position (5m out!) - BLOCKED! . Crucial block by Daniel Olmo Carvajal! The goalkeeper deals with it . Declan Rice wins the ball back",367,N/A,0.2115,0.0248,0.15,0.4598,0.5,0.0,0.0
90,2,"CHANCE!  Oh my word. How? How has it not gone in? England have a header from Guehi cleared off the line by Olmo, before Rice heads over. Simon also kept out an effort in there. Spain survive. We are into the first of four additional minutes here. YELLOW CARD!  Watkins picks up a yellow card for kicking Nacho in the stomach. Spain are almost there. England are going to fall just short here, unless... ... still time for England, who have a free kick inside their own half. Saka has just fouled Cucurella, and Spain are almost there. FULL TIME:  SPAIN 2-1 ENGLAND",general,"[87:58] Ollie Watkins struggles to control under pressure closes down the ball carrier . José Ignacio Fernández Iglesias clears the danger ⚔ SUBSTITUTION for Spain: Lamine Yamal Nasraoui Ebana comes off, replaced by Mikel Merino Zazón. Lamine Yamal Nasraoui Ebana was playing as Right Wing . ⚔ SUBSTITUTION for England: Phil Foden comes off, replaced by Ivan Toney. Phil Foden was playing as Left Wing",366,N/A,0.1917,0.0451,0.0925,0.4376,0.1,0.25,0.0
90,3,"CHANCE!  Oh my word. How? How has it not gone in? England have a header from Guehi cleared off the line by Olmo, before Rice heads over. Simon also kept out an effort in there. Spain survive. We are into the first of four additional minutes here. YELLOW CARD!  Watkins picks up a yellow card for kicking Nacho in the stomach. Spain are almost there. England are going to fall just short here, unless... ... still time for England, who have a free kick inside their own half. Saka has just fouled Cucurella, and Spain are almost there. FULL TIME:  SPAIN 2-1 ENGLAND",general,"[89:57] From the goal kick, Unai Simón Mendibil under pressure, plays a long ball forward through the air, but it goes out of play",368,N/A,0.1196,0.0166,0.0429,0.2994,0.14285714285714285,0.0,0.0
